author_id,O,N,n_essays,total_word_count,liwc_wc,emo_sad,focusfuture,mental,certitude,fatigue,Affect,adverb,swear
506,24.0,23.0,770,29874.0,30661.0,0.09,1.05,0.04,1.14,0.04,5.38,6.62,0.35
507,1.0,78.0,770,12367.0,12505.0,0.02,0.82,0.05,1.09,0.02,5.72,6.92,0.53
508,6.0,0.0,767,9084.0,9157.0,0.04,1.14,0.09,0.74,0.05,6.75,5.88,0.84
509,60.0,89.0,762,36261.0,36673.0,0.17,1.66,0.04,0.67,0.06,6.57,6.79,0.57
510,21.0,5.0,752,55505.0,55851.0,0.13,1.07,0.12,1.17,0.06,5.66,6.38,0.03
511,15.0,36.0,752,27718.0,27758.0,0.1,0.78,0.09,0.93,0.04,5.83,5.68,0.43
512,74.0,87.0,751,43788.0,44454.0,0.1,1.45,0.09,1.0,0.04,5.58,7.0,0.14
513,52.0,31.0,740,36480.0,36714.0,0.05,1.09,0.08,0.87,0.06,5.5,5.71,0.37
514,19.0,43.0,738,15837.0,15985.0,0.13,1.39,0.05,1.17,0.03,6.76,5.99,0.18
515,0.0,2.0,737,20931.0,21031.0,0.06,1.72,0.05,1.37,0.05,7.13,6.47,0.75
516,38.0,86.0,736,43504.0,44037.0,0.22,1.12,0.3,1.31,0.13,4.77,7.76,0.24
517,8.0,29.0,735,21780.0,21879.0,0.07,1.12,0.08,0.89,0.04,5.23,6.13,0.12
518,4.0,3.0,734,33095.0,33577.0,0.07,0.99,0.09,1.08,0.09,6.57,6.27,0.63
519,50.0,47.0,733,40812.0,40878.0,0.04,0.95,0.02,0.89,0.02,4.23,4.84,0.08
520,96.0,92.0,730,23680.0,24409.0,0.23,1.52,0.11,1.61,0.04,5.56,8.94,0.1
521,10.0,70.0,729,29361.0,29706.0,0.08,0.45,0.07,0.21,0.04,1.91,2.48,0.1
522,5.0,19.0,729,19800.0,19978.0,0.13,1.38,0.19,1.02,0.18,6.6,6.31,0.45
523,45.0,76.0,729,16818.0,16950.0,0.09,1.27,0.13,0.95,0.04,5.28,5.95,0.25
524,93.0,80.0,720,27038.0,27278.0,0.07,1.5,0.03,1.16,0.02,5.44,6.87,0.29
525,97.0,9.0,716,67935.0,69327.0,0.1,1.33,0.0,0.72,0.02,6.51,5.74,0.77
526,90.0,99.0,715,10500.0,10505.0,0.05,1.44,0.01,1.06,0.03,6.45,6.04,0.66
527,7.0,84.0,712,36204.0,36635.0,0.05,1.37,0.02,1.42,0.02,6.56,6.69,0.05
528,9.0,4.0,711,11601.0,11874.0,0.04,1.57,0.0,1.25,0.15,5.52,8.08,0.27
529,28.0,59.0,701,27624.0,27628.0,0.16,1.51,0.09,1.07,0.07,5.61,6.59,0.5
530,2.0,23.0,695,35625.0,35816.0,0.04,1.73,0.06,0.64,0.07,5.01,5.26,0.47
531,73.0,61.0,694,16467.0,16813.0,0.05,1.33,0.02,1.02,0.04,5.47,6.28,0.42
532,15.0,27.0,692,28317.0,28628.0,0.15,1.76,0.27,0.67,0.04,5.12,6.04,0.02
533,73.0,85.0,692,21560.0,21738.0,0.12,1.34,0.04,1.15,0.03,6.23,7.13,0.3
534,34.0,82.0,682,50493.0,51307.0,0.11,1.52,0.02,0.51,0.1,3.52,6.22,0.02
535,39.0,45.0,675,44154.0,44420.0,0.42,1.51,0.06,0.98,0.08,6.58,7.69,0.26
536,40.0,44.0,673,14625.0,14854.0,0.08,1.06,0.18,1.54,0.25,6.33,7.47,0.67
537,70.0,40.0,669,24387.0,24832.0,0.05,1.12,0.01,1.1,0.09,5.08,6.53,0.22
538,0.0,79.0,668,42868.0,43059.0,0.05,1.2,0.13,1.57,0.08,4.69,9.15,0.08
539,31.0,86.0,667,25203.0,25410.0,0.12,1.2,0.15,0.9,0.02,4.6,5.75,0.17
540,14.0,93.0,667,14769.0,14874.0,0.37,1.34,0.26,1.28,0.28,7.73,8.61,1.18
541,74.0,58.0,662,10548.0,10605.0,0.02,2.07,0.03,0.8,0.02,4.69,5.26,0.73
542,1.0,3.0,659,19419.0,19635.0,0.03,1.25,0.12,0.78,0.04,4.74,5.62,0.1
543,86.0,67.0,655,53508.0,54016.0,0.15,1.11,0.18,0.64,0.05,5.99,6.97,0.2
544,95.0,2.0,653,84353.0,85371.0,0.05,1.0,0.05,0.93,0.04,4.75,6.0,0.08
545,4.0,0.0,653,30147.0,30500.0,0.05,1.45,0.04,1.35,0.02,4.96,7.12,0.44
546,52.0,81.0,651,32431.0,32850.0,0.08,0.89,0.04,1.33,0.06,4.12,7.51,0.08
547,18.0,14.0,646,44117.0,44494.0,0.13,0.9,0.02,0.71,0.01,5.57,4.73,0.03
548,5.0,30.0,645,22575.0,22710.0,0.07,1.48,0.11,0.76,0.06,5.12,4.97,0.43
549,99.0,96.0,644,30119.0,30786.0,0.31,1.73,0.14,0.78,0.06,5.92,6.97,0.04
550,24.0,35.0,639,51217.0,52890.0,0.1,0.94,0.06,1.07,0.06,5.04,6.18,0.29
551,70.0,3.0,638,44535.0,44728.0,0.05,1.0,0.06,1.09,0.03,5.01,5.38,0.11
552,34.0,7.0,633,24050.0,24331.0,0.05,1.09,0.05,1.08,0.0,4.96,6.13,0.32
553,26.0,92.0,633,24416.0,24463.0,0.31,1.59,0.19,0.7,0.07,5.74,6.52,0.13
554,65.0,96.0,631,16595.0,17295.0,0.16,1.72,0.1,0.69,0.02,5.31,6.86,0.2
555,12.0,81.0,630,32504.0,32964.0,0.07,1.31,0.02,1.31,0.08,4.88,8.15,0.1
556,85.0,15.0,630,11212.0,11387.0,0.08,1.29,0.02,0.68,0.02,4.96,5.73,0.32
557,50.0,43.0,628,12327.0,12408.0,0.07,1.36,0.02,0.52,0.04,4.5,6.67,0.81
558,22.0,91.0,627,32778.0,32945.0,0.06,1.17,0.02,1.04,0.05,6.03,7.08,0.31
559,60.0,70.0,625,27700.0,28043.0,0.1,1.19,0.03,1.11,0.07,4.52,7.2,0.06
560,36.0,0.0,624,25667.0,26081.0,0.12,1.45,0.17,1.15,0.07,5.05,7.23,0.52
561,82.0,91.0,621,54487.0,54892.0,0.06,1.02,0.11,1.15,0.05,5.08,5.79,0.28
562,34.0,29.0,621,17517.0,17935.0,0.02,0.82,0.04,0.43,0.04,4.94,6.41,0.3
563,70.0,63.0,618,30918.0,30828.0,0.21,1.51,0.15,1.06,0.04,6.5,7.89,0.18
564,84.0,33.0,613,13187.0,13291.0,0.06,1.2,0.01,1.11,0.04,3.93,7.08,0.2
565,24.0,44.0,613,11378.0,11522.0,0.05,1.11,0.01,0.6,0.01,4.45,6.54,0.08
566,11.0,54.0,611,14162.0,14570.0,0.07,1.17,0.13,1.32,0.22,6.41,7.9,0.97
567,56.0,68.0,610,33050.0,33106.0,0.12,1.37,0.1,0.82,0.03,6.28,5.32,0.14
568,50.0,84.0,606,30246.0,30547.0,0.07,1.18,0.09,1.03,0.03,4.09,6.11,0.2
569,89.0,97.0,604,28891.0,28995.0,0.15,1.06,0.16,0.82,0.06,4.66,7.02,0.44
570,53.0,65.0,599,14739.0,14980.0,0.17,1.21,0.04,0.9,0.02,5.37,6.44,0.22
571,65.0,87.0,598,11340.0,11411.0,0.08,1.6,0.09,1.11,0.04,5.71,7.77,0.51
572,17.0,34.0,597,14103.0,14270.0,0.06,1.35,0.08,1.04,0.02,6.64,6.19,0.46
573,89.0,48.0,597,15260.0,15571.0,0.15,1.53,0.0,1.25,0.03,5.3,7.09,0.14
574,17.0,5.0,593,11570.0,11766.0,0.09,0.65,0.42,1.41,0.04,4.29,7.5,0.38
575,89.0,9.0,593,5535.0,5505.0,0.2,1.65,0.05,0.49,0.05,5.9,6.32,0.07
576,15.0,92.0,592,26867.0,27964.0,0.1,1.52,0.03,0.68,0.1,4.35,5.18,0.12
577,19.0,90.0,591,85892.0,86559.0,0.13,1.17,0.02,1.23,0.07,4.91,6.57,0.03
578,59.0,43.0,590,33496.0,33742.0,0.13,1.19,0.09,1.2,0.07,6.03,6.71,0.1
579,64.0,58.0,590,4173.0,4192.0,0.31,1.05,0.02,0.64,0.07,7.51,5.8,0.38
580,29.0,80.0,589,32575.0,32773.0,0.05,0.94,0.04,0.98,0.08,6.21,6.56,0.73
581,3.0,92.0,587,67311.0,66938.0,0.05,1.35,0.13,1.4,0.04,4.83,7.29,0.32
582,32.0,59.0,583,33063.0,33482.0,0.14,1.46,0.12,1.22,0.04,5.46,7.21,0.14
583,85.0,95.0,582,66660.0,67719.0,0.04,1.51,0.04,1.06,0.04,4.84,7.24,0.28
584,50.0,15.0,581,23301.0,23781.0,0.13,1.14,0.01,1.01,0.08,6.37,6.56,0.08
585,18.0,93.0,581,19300.0,19454.0,0.16,1.3,0.07,1.0,0.05,4.79,6.16,0.35
586,50.0,85.0,573,19301.0,19467.0,0.06,1.63,0.04,0.9,0.04,4.23,6.06,0.26
587,9.0,80.0,572,39584.0,40079.0,0.18,1.17,0.07,0.92,0.08,5.45,6.55,0.02
588,74.0,84.0,571,70953.0,71197.0,0.14,2.08,0.05,0.96,0.05,6.23,6.61,0.06
589,32.0,10.0,568,22937.0,23354.0,0.05,0.66,0.12,1.3,0.03,5.62,6.65,0.42
590,26.0,54.0,566,26776.0,27128.0,0.27,1.19,0.17,1.27,0.08,5.98,7.49,0.17
591,29.0,16.0,565,49237.0,49676.0,0.12,1.78,0.22,1.1,0.07,6.07,6.81,0.14
592,40.0,1.0,562,36391.0,37467.0,0.47,0.92,0.04,1.23,0.09,6.35,6.02,0.33
593,4.0,16.0,560,32435.0,32577.0,0.09,1.5,0.39,1.79,0.14,5.09,8.2,0.78
594,65.0,61.0,559,12926.0,13008.0,0.18,1.27,0.08,1.05,0.05,5.7,7.64,0.39
595,50.0,50.0,557,18216.0,18377.0,0.32,1.43,0.03,1.19,0.11,5.48,6.51,0.19
596,93.0,46.0,555,20334.0,20481.0,0.09,1.76,0.12,0.77,0.02,5.53,5.07,0.37
597,27.0,19.0,553,7335.0,7380.0,0.07,1.57,0.03,0.92,0.04,6.08,6.03,1.19
598,34.0,4.0,550,13401.0,13586.0,0.09,1.41,0.01,0.9,0.06,5.72,7.41,0.32
599,34.0,40.0,546,23454.0,23527.0,0.06,1.14,0.06,1.26,0.03,5.0,7.0,0.36
600,50.0,40.0,543,36985.0,37393.0,0.11,1.5,0.02,1.13,0.08,5.26,7.53,0.15
601,30.0,70.0,541,16851.0,17463.0,0.44,1.54,0.07,1.05,0.02,4.4,6.29,0.16
602,8.0,97.0,527,12086.0,12131.0,0.17,1.51,0.59,0.68,0.07,5.62,5.32,0.49
603,26.0,80.0,524,22279.0,22467.0,0.28,0.95,0.06,1.3,0.03,5.87,7.95,0.53
604,70.0,43.0,522,33015.0,33845.0,0.07,1.13,0.07,1.0,0.01,4.7,5.99,0.28
605,26.0,29.0,520,19906.0,20005.0,0.08,1.01,0.02,1.02,0.05,6.05,5.89,0.49
606,85.0,85.0,519,16739.0,16925.0,0.06,0.88,0.06,0.7,0.01,3.03,4.43,0.07
607,15.0,85.0,518,34348.0,34551.0,0.15,1.0,0.08,1.21,0.1,5.77,6.95,0.3
608,6.0,85.0,515,20182.0,20353.0,0.27,1.34,0.14,1.38,0.06,7.75,7.33,1.04
609,1.0,98.0,506,20143.0,20282.0,0.06,1.22,0.14,0.85,0.05,5.41,6.19,0.08
610,40.0,25.0,506,17919.0,17853.0,0.16,1.48,0.07,1.14,0.04,6.25,6.37,0.17
611,5.0,25.0,505,13051.0,13438.0,0.08,1.38,0.04,0.89,0.05,4.36,5.46,0.61
612,4.0,61.0,504,10911.0,11042.0,0.08,1.45,0.02,0.59,0.02,4.89,5.33,0.1
613,70.0,73.0,502,10461.0,10334.0,0.26,1.11,0.26,1.98,0.06,7.44,8.23,0.64
614,32.0,99.0,502,8144.0,8347.0,0.28,1.75,0.12,0.83,0.02,6.22,4.79,0.23
615,27.0,0.0,501,37891.0,38402.0,0.05,1.73,0.04,0.96,0.03,5.22,5.78,0.16
616,82.0,9.0,497,16414.0,16525.0,0.19,1.39,0.19,0.7,0.05,6.8,5.88,0.02
617,17.0,90.0,496,9046.0,9095.0,0.04,1.28,0.02,0.84,0.05,5.88,5.6,0.48
618,70.0,33.0,492,58518.0,58953.0,0.11,1.5,0.04,1.27,0.04,5.09,7.67,0.01
619,32.0,16.0,490,16639.0,16745.0,0.11,1.11,0.14,0.71,0.08,5.55,6.34,0.48
620,63.0,35.0,488,12343.0,12624.0,0.07,0.98,0.08,0.87,0.04,5.96,6.4,0.77
621,3.0,29.0,481,15859.0,16325.0,0.14,1.47,0.01,0.98,0.03,4.8,6.47,0.29
622,79.0,29.0,475,26152.0,26212.0,0.12,1.2,0.16,1.35,0.12,7.01,7.13,0.92
623,45.0,80.0,474,18835.0,18989.0,0.15,1.32,0.19,0.48,0.06,5.98,6.21,0.17
624,21.0,75.0,474,12437.0,12560.0,0.1,1.0,0.03,1.11,0.02,5.32,7.05,0.1
625,10.0,50.0,473,21695.0,21924.0,0.04,1.39,0.04,1.1,0.04,4.55,6.23,0.25
626,59.5,38.5,470,50305.0,50984.0,0.16,1.27,0.08,0.86,0.06,5.3,7.03,0.19
627,10.0,14.0,470,12842.0,12895.0,0.16,1.25,0.1,0.8,0.08,7.2,6.32,0.78
628,4.0,91.0,470,8375.0,8486.0,0.07,1.04,0.21,0.62,0.08,6.58,5.8,0.58
629,95.0,24.0,467,10357.0,10462.0,0.2,1.63,0.16,0.65,0.17,6.52,5.46,0.34
630,23.0,25.0,466,23095.0,23484.0,0.08,1.15,0.06,1.21,0.03,3.8,6.86,0.17
631,90.0,17.0,465,49032.0,49053.0,0.06,2.24,0.04,0.74,0.06,6.03,6.9,0.06
632,61.0,96.0,461,23344.0,23420.0,0.27,2.12,0.18,0.64,0.04,6.17,6.21,0.1
633,15.0,85.0,461,22833.0,23027.0,0.13,1.22,0.03,1.03,0.03,6.18,6.63,0.21
634,12.0,49.0,461,9556.0,9573.0,0.26,0.91,0.1,0.78,0.07,5.0,7.59,0.08
635,20.0,19.0,460,12792.0,12869.0,0.02,1.13,0.01,0.54,0.02,3.63,4.56,0.28
636,20.0,11.0,460,13160.0,13214.0,0.04,1.44,0.06,1.32,0.04,6.41,8.1,0.55
637,15.0,72.0,459,17060.0,17192.0,0.19,1.33,0.3,1.15,0.09,6.32,6.29,0.94
638,50.0,15.0,457,17490.0,18245.0,0.14,1.16,0.03,0.85,0.07,5.29,5.65,0.09
639,5.0,77.0,456,13010.0,13110.0,0.14,0.99,0.19,1.25,0.03,6.67,6.64,0.42
640,29.0,49.0,455,19336.0,19697.0,0.06,1.36,0.03,0.59,0.02,5.05,5.66,0.08
641,2.0,36.0,455,11117.0,11192.0,0.08,1.13,0.04,0.45,0.05,5.52,5.52,0.47
642,0.0,1.0,450,15669.0,15719.0,0.08,1.66,0.04,0.78,0.01,5.76,5.66,0.55
643,5.0,15.0,447,14887.0,15241.0,0.09,1.26,0.07,0.49,0.03,4.4,4.49,0.12
644,51.0,25.0,446,18974.0,19167.0,0.04,1.85,0.11,0.82,0.05,6.18,6.99,1.02
645,93.0,3.0,446,11190.0,11328.0,0.05,1.43,0.07,1.0,0.06,5.42,6.34,0.12
646,99.0,97.0,443,9699.0,9991.0,0.16,0.62,0.13,1.23,0.11,5.51,6.87,0.07
647,60.0,15.0,442,7146.0,7208.0,0.14,1.04,0.15,1.01,0.11,7.06,6.58,0.31
648,9.0,6.0,441,23879.0,24172.0,0.07,0.88,0.07,1.53,0.03,6.16,6.49,0.51
649,5.0,97.0,441,22961.0,23171.0,0.14,1.35,0.13,0.75,0.11,6.81,7.14,0.93
650,9.0,2.0,440,16111.0,16383.0,0.05,1.45,0.1,1.74,0.03,5.93,7.09,0.34
651,9.0,90.0,436,11711.0,11836.0,0.06,1.69,0.02,0.82,0.03,5.1,6.6,0.03
652,15.0,36.0,436,9552.0,9622.0,0.04,0.88,0.08,0.98,0.04,6.44,6.08,0.81
653,17.0,84.0,436,7140.0,7262.0,0.17,1.78,0.07,0.62,0.06,5.12,5.67,0.19
654,58.0,72.0,432,46030.0,46392.0,0.1,0.99,0.17,1.29,0.05,4.65,6.47,0.23
655,2.0,97.0,429,8831.0,8941.0,0.1,1.1,0.07,0.73,0.08,7.09,6.03,0.44
656,32.0,4.0,427,16007.0,16139.0,0.1,1.35,0.14,1.22,0.11,5.28,7.16,0.56
657,28.0,67.0,425,24311.0,24714.0,0.19,1.17,0.28,0.8,0.06,5.23,6.39,0.15
658,34.0,26.0,420,17859.0,18240.0,0.05,1.23,0.01,0.38,0.01,2.8,4.86,0.07
659,9.0,64.0,418,7595.0,7761.0,0.18,0.95,1.12,0.63,0.09,6.07,6.13,1.02
660,45.0,5.0,417,30443.0,30695.0,0.15,1.4,0.14,0.79,0.09,6.21,5.56,0.11
661,21.0,32.0,417,16540.0,16777.0,0.14,1.5,0.17,1.02,0.1,5.11,6.71,0.1
662,63.0,1.0,416,37005.0,37607.0,0.06,1.46,0.03,0.91,0.04,5.39,7.52,0.05
663,50.0,85.0,416,12673.0,12845.0,0.05,0.93,0.12,1.25,0.07,5.82,6.62,1.02
664,99.0,48.0,414,7543.0,7597.0,0.05,1.83,0.04,0.62,0.03,6.78,5.83,0.53
665,35.0,25.0,413,28485.0,28606.0,0.14,1.44,0.26,0.81,0.08,5.78,7.56,0.1
666,26.0,43.0,413,20159.0,20338.0,0.16,1.1,0.12,0.81,0.17,5.67,7.21,0.35
667,91.0,0.0,413,11891.0,11943.0,0.04,1.36,0.18,0.9,0.05,5.17,6.35,0.17
668,1.0,2.0,412,61329.0,64323.0,0.3,1.07,1.53,0.76,0.22,7.66,6.13,0.28
669,26.0,13.0,412,19823.0,19836.0,0.05,0.58,0.57,0.91,0.08,4.67,6.25,0.12
670,91.0,74.0,412,10976.0,11078.0,0.19,1.34,0.04,1.23,0.07,5.02,7.59,0.46
671,41.0,17.0,411,5333.0,5363.0,0.02,1.01,0.07,0.76,0.02,3.21,5.93,0.41
672,62.0,65.0,409,22660.0,22786.0,0.14,1.51,0.18,1.12,0.04,4.26,7.02,0.31
673,23.0,94.0,409,17740.0,17705.0,0.15,1.47,0.09,1.03,0.12,5.73,6.9,0.17
674,23.0,95.0,408,31239.0,31629.0,0.08,1.34,0.05,0.59,0.04,4.84,5.67,0.03
675,17.0,13.0,408,27128.0,27482.0,0.04,1.01,0.07,0.61,0.05,4.5,4.64,0.24
676,35.0,47.0,402,8210.0,8285.0,0.16,1.23,0.02,1.22,0.08,8.3,6.95,0.56
677,41.0,13.0,401,19315.0,19553.0,0.06,1.3,0.08,1.18,0.01,4.16,5.69,0.1
678,4.0,96.0,397,21642.0,21995.0,0.13,1.18,0.1,0.81,0.08,5.33,6.15,0.66
679,58.0,94.0,396,16044.0,16225.0,0.17,1.34,0.25,1.11,0.09,6.84,7.56,0.69
680,17.0,32.0,396,5653.0,5681.0,0.04,1.09,0.05,1.09,0.07,6.5,6.04,0.46
681,2.0,77.0,391,5908.0,5988.0,0.3,1.37,0.18,0.67,0.05,6.58,5.83,0.2
682,70.0,54.0,390,32288.0,32993.0,0.13,1.53,0.26,0.8,0.1,6.89,5.96,0.46
683,17.0,42.0,389,12771.0,12924.0,0.15,1.74,0.06,0.87,0.03,5.01,7.03,0.29
684,75.0,91.0,388,46416.0,47046.0,0.24,1.52,1.21,0.67,0.11,4.67,6.76,0.11
685,9.0,2.0,388,7232.0,7228.0,0.21,1.23,0.06,0.97,0.03,6.29,5.89,0.18
686,88.0,91.0,386,12380.0,12438.0,0.23,1.06,0.18,0.84,0.07,5.78,6.2,0.31
687,12.0,33.0,384,21027.0,21164.0,0.18,1.59,0.09,0.81,0.08,5.72,6.54,0.54
688,55.0,15.0,384,8369.0,8447.0,0.04,1.82,0.07,0.95,0.05,4.2,5.77,0.22
689,34.0,32.0,383,102372.0,103648.0,0.16,0.73,0.31,1.15,0.06,7.19,6.61,0.51
690,2.0,7.0,382,22271.0,22542.0,0.02,0.75,0.02,0.63,0.05,3.87,3.9,0.49
691,10.0,36.0,377,42726.0,43043.0,0.05,1.26,0.11,1.35,0.08,4.02,6.36,0.46
692,5.0,15.0,377,8217.0,8324.0,0.37,1.79,0.83,1.05,0.13,7.77,7.15,0.43
693,24.0,5.0,375,14970.0,15185.0,0.14,1.27,0.3,1.5,0.11,5.48,6.61,0.26
694,70.0,16.0,375,4707.0,4770.0,0.13,1.3,0.06,1.01,0.0,8.22,5.64,1.72
695,11.0,43.0,373,4897.0,4943.0,0.22,1.44,0.08,0.99,0.02,6.51,6.8,0.18
696,30.0,95.0,370,19236.0,19456.0,0.11,1.36,0.25,1.19,0.08,5.06,6.69,0.3
697,12.0,73.0,370,6970.0,7021.0,0.01,1.79,0.13,1.03,0.04,4.06,6.74,0.36
698,60.0,99.0,368,20706.0,20848.0,0.12,1.51,0.28,1.25,0.12,5.39,6.73,0.27
699,20.0,40.0,368,18411.0,18627.0,0.04,1.95,0.01,1.2,0.03,4.79,7.64,0.08
700,11.0,9.0,365,9897.0,9947.0,0.18,1.27,0.01,1.24,0.05,6.26,7.25,0.21
701,45.0,58.0,365,6532.0,6495.0,0.11,4.87,0.09,0.88,0.09,5.25,5.64,0.32
702,15.0,84.0,363,13256.0,13413.0,0.08,1.25,0.06,1.12,0.04,4.97,6.59,0.19
703,29.0,46.0,362,10340.0,10647.0,0.19,1.8,0.15,0.68,0.04,6.54,6.57,0.27
704,58.0,6.0,361,19862.0,20529.0,0.06,1.27,0.01,0.46,0.07,4.41,5.99,0.12
705,41.0,32.0,360,9517.0,9617.0,0.05,1.73,0.01,1.24,0.01,3.61,7.39,0.1
706,21.0,80.0,359,4362.0,4312.0,0.09,0.93,0.0,0.97,0.05,5.96,5.45,0.7
707,50.0,89.0,356,7027.0,7078.0,0.11,1.29,0.13,0.89,0.08,5.64,6.22,0.14
708,6.0,84.0,355,12123.0,12291.0,0.08,0.9,0.15,0.85,0.03,5.48,5.59,0.41
709,94.0,75.0,354,14345.0,14697.0,0.07,1.2,0.07,1.05,0.04,5.18,7.66,0.61
710,15.0,3.0,354,7431.0,7552.0,0.15,1.6,0.05,0.3,0.11,5.48,6.05,0.38
711,24.0,93.0,351,27693.0,27953.0,0.19,1.57,0.8,1.43,0.08,6.21,7.55,0.09
712,6.0,13.0,351,22673.0,22991.0,0.1,1.07,0.11,1.4,0.08,5.14,7.41,0.64
713,85.0,50.0,348,10679.0,10871.0,0.17,1.4,0.03,1.43,0.06,6.38,6.47,0.21
714,53.0,64.0,347,5236.0,5286.0,0.13,1.65,0.19,0.36,0.04,6.36,5.64,0.53
715,79.0,62.0,346,16672.0,17292.0,0.19,1.12,0.33,1.06,0.03,6.4,6.35,0.09
716,50.0,27.0,344,14171.0,14279.0,0.07,1.22,0.03,1.45,0.07,4.94,7.72,0.13
717,6.0,88.0,340,8789.0,8863.0,0.21,1.2,0.1,1.02,0.06,6.84,6.45,0.74
718,29.0,48.0,338,29284.0,29833.0,0.07,1.64,0.03,1.28,0.06,4.95,7.07,0.2
719,43.0,82.0,337,12893.0,13079.0,0.15,1.13,0.11,0.86,0.08,3.67,6.54,0.13
720,7.0,43.0,337,12604.0,12797.0,0.13,1.43,0.27,0.7,0.04,6.03,6.75,0.12
721,7.0,34.0,337,7503.0,7538.0,0.01,1.15,0.04,0.78,0.05,5.07,6.46,0.08
722,20.0,50.0,331,10194.0,10339.0,0.11,1.17,0.01,0.81,0.01,5.05,7.41,0.07
723,17.0,92.0,331,5438.0,5445.0,0.31,1.07,0.66,1.16,0.13,5.29,7.86,0.61
724,65.0,25.0,327,27008.0,27364.0,0.04,1.71,0.02,0.57,0.05,6.83,4.67,0.01
725,27.0,93.0,324,37954.0,38490.0,0.04,1.1,0.08,1.58,0.05,4.59,8.31,0.39
726,8.0,6.0,324,31793.0,32425.0,0.06,1.41,0.07,0.48,0.11,5.5,5.97,0.11
727,41.0,64.0,323,18484.0,18803.0,0.23,1.8,0.2,2.02,0.04,5.77,7.7,0.53
728,93.0,67.0,323,12459.0,12490.0,0.18,1.51,0.08,1.12,0.22,6.56,7.8,0.33
729,50.0,9.0,321,18787.0,18897.0,0.05,1.66,0.18,1.38,0.04,4.97,6.54,0.28
730,67.0,37.0,321,11291.0,11395.0,0.03,1.32,0.03,0.59,0.04,4.34,5.91,0.25
731,50.0,43.0,320,20942.0,21053.0,0.09,1.38,0.01,0.98,0.04,4.52,6.18,0.15
732,14.0,37.0,318,4761.0,4844.0,0.08,0.93,0.0,1.09,0.02,5.76,6.42,0.14
733,91.0,8.0,317,10804.0,10963.0,0.01,1.37,0.08,0.91,0.03,4.84,5.62,0.14
734,50.0,87.0,315,3349.0,3387.0,0.15,1.33,0.24,0.86,0.06,6.44,5.93,0.38
735,95.0,85.0,313,11365.0,11458.0,0.06,1.66,0.01,1.33,0.04,5.73,7.85,0.17
736,10.0,30.0,312,9201.0,9361.0,0.04,0.8,0.01,0.83,0.04,5.61,6.27,0.95
737,86.0,92.0,311,6874.0,6932.0,0.2,1.28,0.07,1.1,0.04,6.41,6.72,0.22
738,89.0,80.0,311,5395.0,5488.0,0.24,1.26,0.02,1.37,0.02,6.23,7.94,0.09
739,3.0,46.0,308,9793.0,9901.0,0.15,1.79,0.01,0.46,0.1,5.99,6.08,0.04
740,40.0,90.0,305,18323.0,18395.0,0.34,0.81,1.52,0.92,0.04,6.38,6.38,0.57
741,43.0,93.0,305,19235.0,19306.0,0.38,1.42,0.51,1.06,0.09,6.95,7.45,0.46
742,50.0,89.0,305,9379.0,9428.0,0.3,1.7,0.7,0.94,0.07,7.61,6.71,0.13
743,98.0,10.0,304,48179.0,48905.0,0.04,1.91,0.0,1.06,0.03,5.0,7.12,0.09
744,47.0,99.0,303,4439.0,4498.0,0.2,1.33,0.02,1.0,0.07,6.4,6.87,0.87
745,76.0,57.0,302,14673.0,14776.0,0.09,0.85,0.07,0.51,0.02,5.21,3.85,0.26
746,55.0,80.0,302,13137.0,13400.0,0.05,1.46,0.07,0.68,0.09,4.4,6.27,0.35
747,81.0,7.0,301,5636.0,5720.0,0.38,1.29,0.02,0.68,0.05,8.22,7.4,0.45
748,98.0,47.0,300,7508.0,7568.0,0.07,2.01,0.01,0.73,0.0,4.65,4.36,0.0
749,95.0,88.0,297,21033.0,21346.0,0.01,0.89,0.06,0.41,0.01,3.17,4.29,0.18
750,55.0,63.0,297,7495.0,7545.0,0.32,1.09,0.09,0.78,0.12,6.24,5.75,0.41
751,87.0,83.0,296,9839.0,9949.0,0.05,1.56,0.07,0.8,0.08,4.48,6.77,0.03
752,35.0,99.0,295,12579.0,12660.0,0.24,1.15,0.02,1.01,0.05,5.26,6.45,0.17
753,57.0,1.0,295,6476.0,6548.0,0.12,1.22,0.11,1.24,0.08,5.3,7.28,0.24
754,85.0,95.0,295,4872.0,4870.0,0.12,1.38,0.08,0.74,0.08,7.68,6.28,0.72
755,19.0,36.0,294,6743.0,6858.0,0.17,1.33,0.1,0.96,0.07,5.66,8.03,0.93
756,12.0,4.0,294,6372.0,6430.0,0.03,1.17,0.06,0.58,0.19,4.59,6.81,0.51
757,4.0,96.0,293,11400.0,11535.0,0.03,1.47,0.03,0.55,0.01,2.86,5.53,0.1
758,68.0,14.0,292,6788.0,6837.0,0.01,1.37,0.12,0.69,0.01,5.38,7.97,0.34
759,95.0,85.0,290,26696.0,27331.0,0.11,1.65,0.07,1.25,0.05,5.13,6.89,0.11
760,1.0,64.0,290,8977.0,9025.0,0.23,0.8,0.03,1.16,0.01,6.77,7.89,0.53
761,13.0,88.0,289,6782.0,6871.0,0.04,1.34,0.1,0.68,0.12,5.08,5.65,0.25
762,19.0,16.0,288,9786.0,9855.0,0.07,1.15,0.07,1.29,0.05,6.83,7.95,0.12
763,55.0,58.0,287,20548.0,20840.0,0.07,1.39,0.71,1.38,0.02,3.69,7.11,0.05
